filename,width,height,class,xmin,ymin,xmax,ymax
Image_3.jpg,1024,768,onion,763,410,936,514
Image_3.jpg,1024,768,onion,631,439,776,606
Image_3.jpg,1024,768,onion,523,327,673,424
Image_3.jpg,1024,768,onion,336,65,476,225
Image_3.jpg,1024,768,onion,139,14,244,84
Image_3.jpg,1024,768,onion,497,1,653,81
Image_3.jpg,1024,768,onion,735,11,875,92
Image_3.jpg,1024,768,onion,812,63,913,176
Image_3.jpg,1024,768,onion,569,76,689,208
Image_3.jpg,1024,768,onion,794,674,949,756
Image_3.jpg,1024,768,onion,158,504,359,631
Image_3.jpg,1024,768,onion,897,26,1017,156
Image_3.jpg,1024,768,onion,892,176,1017,271
Image_3.jpg,1024,768,onion,782,219,928,305
Image_3.jpg,1024,768,onion,910,250,1020,397
Image_3.jpg,1024,768,onion,703,313,804,418
Image_3.jpg,1024,768,onion,5,298,70,516
Image_3.jpg,1024,768,onion,678,702,800,764
Image_3.jpg,1024,768,onion,238,3,401,113
Image_3.jpg,1024,768,onion,411,4,484,68
Image_3.jpg,1024,768,onion,553,220,691,378
Image_3.jpg,1024,768,onion,286,224,439,302
Image_3.jpg,1024,768,onion,273,304,378,485
Image_56.jpg,500,500,onion,22,95,247,294
Image_56.jpg,500,500,onion,50,222,300,400
Image_56.jpg,500,500,onion,251,89,473,353
Image_90.jpg,1000,667,onion,150,63,556,400
Image_90.jpg,1000,667,onion,195,238,586,574
Image_90.jpg,1000,667,onion,526,106,882,522
Image_95.jpg,1200,1200,onion,338,108,823,583
Image_95.jpg,1200,1200,onion,1,506,380,906
Image_95.jpg,1200,1200,onion,398,537,788,946
Image_95.jpg,1200,1200,onion,758,562,1198,964
Image_58.jpg,900,600,onion,277,132,698,561
Image_58.jpg,900,600,onion,17,103,393,467
Image_58.jpg,900,600,onion,471,34,863,451
Image_4.jpg,2300,1533,onion,645,113,1405,867
Image_4.jpg,2300,1533,onion,1431,103,2152,1025
Image_4.jpg,2300,1533,onion,929,272,1717,1284
Image_4.jpg,2300,1533,onion,10,763,745,1293
Image_32.jpg,918,485,onion,28,109,212,294
Image_32.jpg,918,485,onion,85,147,260,326
Image_32.jpg,918,485,onion,195,199,485,470
Image_32.jpg,918,485,onion,531,145,803,445
Image_32.jpg,918,485,onion,497,86,700,259
Image_32.jpg,918,485,onion,679,101,856,331
Image_72.jpg,800,616,onion,8,219,791,602
Image_72.jpg,800,616,onion,7,51,336,216
Image_72.jpg,800,616,onion,568,10,777,197
Image_10.jpg,1200,1200,onion,333,121,824,553
Image_10.jpg,1200,1200,onion,8,469,373,927
Image_10.jpg,1200,1200,onion,390,559,792,1005
Image_10.jpg,1200,1200,onion,783,554,1168,963
Image_13.jpg,1367,2048,onion,102,233,1311,1721
Image_13.jpg,1367,2048,onion,303,14,1195,668
Image_13.jpg,1367,2048,onion,9,342,375,1117
Image_91.jpg,1581,1239,onion,311,318,695,808
Image_91.jpg,1581,1239,onion,463,697,1030,1188
Image_91.jpg,1581,1239,onion,92,701,428,1126
Image_91.jpg,1581,1239,onion,0,417,356,906
Image_91.jpg,1581,1239,onion,779,322,1082,594
Image_91.jpg,1581,1239,onion,926,130,1160,389
Image_91.jpg,1581,1239,onion,1188,376,1440,614
Image_91.jpg,1581,1239,onion,1112,63,1402,407
Image_91.jpg,1581,1239,onion,936,552,1195,873
Image_91.jpg,1581,1239,onion,1218,539,1426,832
Image_74.jpg,1800,2700,onion,405,1202,779,1573
Image_74.jpg,1800,2700,onion,874,1082,1267,1468
Image_74.jpg,1800,2700,onion,791,1607,1239,2021
Image_74.jpg,1800,2700,onion,347,1607,828,1849
Image_19.jpg,1000,1000,onion,8,176,406,541
Image_19.jpg,1000,1000,onion,233,298,633,698
Image_19.jpg,1000,1000,onion,445,98,810,459
Image_19.jpg,1000,1000,onion,11,597,394,975
Image_19.jpg,1000,1000,onion,5,26,198,212
Image_19.jpg,1000,1000,onion,615,666,989,993
Image_19.jpg,1000,1000,onion,619,423,911,653
Image_19.jpg,1000,1000,onion,822,147,986,419
Image_19.jpg,1000,1000,onion,586,5,920,146
Image_19.jpg,1000,1000,onion,161,2,616,218
Image_66.jpg,1000,500,onion,186,17,484,269
Image_66.jpg,1000,500,onion,485,123,762,346
Image_66.jpg,1000,500,onion,106,172,283,357
Image_66.jpg,1000,500,onion,559,4,721,100
Image_93.jpg,1612,1012,onion,145,260,719,804
Image_93.jpg,1612,1012,onion,585,166,1017,693
Image_93.jpg,1612,1012,onion,767,613,1352,896
Image_93.jpg,1612,1012,onion,851,405,1395,704
Image_63.png,6030,4020,onion,905,324,4299,3814
Image_40.jpg,700,787,onion,232,171,577,782
Image_89.jpg,1024,768,onion,17,28,992,744
Image_35.png,984,1000,onion,12,3,979,989
Image_24.jpg,679,386,onion,74,109,187,210
Image_24.jpg,679,386,onion,124,65,233,159
Image_24.jpg,679,386,onion,226,121,348,207
Image_24.jpg,679,386,onion,343,78,447,182
Image_24.jpg,679,386,onion,233,23,354,132
Image_24.jpg,679,386,onion,275,5,367,90
Image_24.jpg,679,386,onion,176,158,248,224
Image_24.jpg,679,386,onion,422,260,532,356
Image_24.jpg,679,386,onion,489,213,625,317
Image_24.jpg,679,386,onion,348,215,464,329
Image_24.jpg,679,386,onion,437,184,524,278
Image_1.jpg,1648,1153,onion,88,224,799,1057
Image_1.jpg,1648,1153,onion,781,394,1539,1021
Image_1.jpg,1648,1153,onion,533,94,1170,626
Image_55.jpg,800,990,onion,24,262,398,640
Image_55.jpg,800,990,onion,253,278,713,704
Image_88.jpg,2122,1415,onion,381,251,1260,1130
Image_88.jpg,2122,1415,onion,1149,434,1979,1284
Image_88.jpg,2122,1415,onion,915,90,1841,691
Image_8.jpg,1612,1012,onion,151,241,712,789
Image_8.jpg,1612,1012,onion,781,617,1342,922
Image_8.jpg,1612,1012,onion,880,369,1382,745
Image_8.jpg,1612,1012,onion,588,166,1011,689
Image_31.png,2287,1970,onion,7,190,1748,1911
Image_43.jpg,482,500,onion,117,20,331,224
Image_43.jpg,482,500,onion,228,119,469,367
Image_43.jpg,482,500,onion,39,185,269,427
Image_34.png,467,314,onion,110,13,358,289
Image_9.png,1029,1109,onion,25,37,990,1061
Image_42.JPG,1200,1420,onion,321,71,1040,713
Image_42.JPG,1200,1420,onion,89,400,555,1211
Image_42.JPG,1200,1420,onion,416,935,861,1358
Image_42.JPG,1200,1420,onion,73,165,417,641
Image_42.JPG,1200,1420,onion,11,160,180,879
Image_47.jpg,1600,1250,onion,193,227,815,815
Image_47.jpg,1600,1250,onion,458,435,1281,1094
Image_47.jpg,1600,1250,onion,877,280,1509,887
Image_64.jpeg,352,191,onion,4,9,145,153
Image_64.jpeg,352,191,onion,80,34,237,185
Image_64.jpeg,352,191,onion,195,15,336,163
Image_82.jpg,720,720,onion,109,56,498,667
Image_82.jpg,720,720,onion,48,188,356,468
Image_82.jpg,720,720,onion,394,60,684,520
Image_82.jpg,720,720,onion,321,353,714,696
